county1,county2,county3,city,precinct,election_date,issue,result,for_vote,against_vote,status_before,status_current,status_before_detail,status_current_detail,fiscal_year,jurid,issue.clean,prohibitory,beer.wine,mixed.beverges,all.alocohol,off.premise,on.premise,cert
Hood,NA,NA,Granbury,NA,11/8/2011,legal sale of beer and wine.,passed,221,89,wet,wet,was “wet” throughout for the sale of mixed beverages in restaurants with food and beverage certificates and “wet” in part for the sale of all alcoholic beverages for off-premises consumption only,also “wet” throughout for the sale of beer and wine,2012,Hood___Granbury_,legal sale of beer and wine,0,1,0,0,0,1,0
Dallas,Ellis,Tarrant,Grand Prairie,NA,5/4/2019,"legal sale of all alcoholic beverages, including mixed beverages.",passed,3952,1754,wet,wet,"beer, wine, and mixed beverages",all alcoholic beverage sales including the sale of mixed beverages.,2019,Dallas_Ellis_Tarrant_Grand Prairie_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Van Zandt,NA,NA,Grand Saline,NA,5/10/2014,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,204,167,dry,wet,NA,NA,2014,Van Zandt___Grand Saline_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Van Zandt,NA,NA,Grand Saline,NA,5/10/2014,legal sale of beer and wine for off-premises consumption only.,passed,204,172,dry,wet,NA,NA,2014,Van Zandt___Grand Saline_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Johnson,NA,NA,Grandview,NA,11/8/2011,legal sale of beer and wine for off-premises consumption only.,passed,115,77,dry,wet,NA,NA,2012,Johnson___Grandview_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Tarrant,NA,NA,Grapevine,NA,11/8/2016,legal sale of all alcoholic beverages for off-premises consumption only.,failed,9778,11530,wet,wet,“wet” for the sale of beer and wine for off-premises consumption and for mixed beverages sales,remains “wet” only for such sales.,2017,Tarrant___Grapevine_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
San Patricio,NA,NA,Gregory,NA,5/14/2011,"legal sale of all alcoholic beverages, including mixed beverages.",passed,127,91,wet,wet,all alcoholic beverages for off-premises consumption only ,"wet for all alcoholic beverages sales, including the sale of mixed beverages.",2011,San Patricio___Gregory_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Henderson,NA,NA,Gun Barrel City,NA,11/5/2013,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,279,111,dry,wet,NA,NA,2014,Henderson___Gun Barrel City_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Grayson,NA,NA,Gunter,NA,5/7/2016,"legal sale of all alcoholic beverages, including mixed beverages.",passed,111,72,dry,wet,NA,NA,2016,Grayson___Gunter_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Hale,NA,NA,Hale Center,NA,5/4/2019,"legal sale of all alcoholic beverages, including mixed beverages.",passed,211,50,dry,wet,NA,NA,2019,Hale___Hale Center_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Harrison,NA,NA,Hallsville,NA,11/4/2014,legal sale of beer and wine for off-premises consumption only.,passed,446,342,dry,wet,NA,NA,2015,Harrison___Hallsville_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Hamilton,NA,NA,Hamilton,NA,11/8/2011,"legal sale of all alcoholic beverages, including mixed beverages.",passed,395,269,dry,wet,NA,NA,2012,Hamilton___Hamilton_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Fisher,Jones,NA,Hamlin,NA,11/8/2016,"legal sale of all alcoholic beverages, including mixed beverages.",passed,532,184,wet,wet,partially “wet” for the sale of all alcoholic beverages including mixed beverages,“wet” throughout for such sales.,2017,Fisher_Jones__Hamlin_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Liberty,NA,NA,Hardin,NA,5/7/2016,legal sale of beer and wine for off-premises consumption only.,passed,113,69,dry,wet,NA,NA,2016,Liberty___Hardin_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Bell,NA,NA,Harker Heights,NA,11/2/2010,"legal sale of all alcoholic beverages, including mixed beverages.",passed,2707,1195,wet,wet,not wet throughout for the sale of all alcoholic beverages including mixed beverages,all parts of the city are “wet” for the sale of all alcoholic beverages including mixed beverages. ,2011,Bell___Harker Heights_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Denton,Tarrant,NA,Haslet,NA,11/2/2010,legal sale of beer and wine for off-premises consumption only.,passed,308,127,wet,wet,was “wet” only in part for the sale of beer and wine for off-premises consumption,“wet” throughout for such sales,2011,Denton_Tarrant__Haslet_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Denton,Tarrant,NA,Haslet,NA,11/2/2010,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,3337,103,wet,wet,was “wet” only in part for the sale of mixed beverages in restaurants with food and beverage certificates,“wet” throughout for such sales,2011,Denton_Tarrant__Haslet_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Wood,NA,NA,Hawkins,NA,5/14/2011,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,failed,72,129,dry,dry,NA,NA,2011,Wood___Hawkins_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Wood,NA,NA,Hawkins,NA,5/14/2011,legal sale of beer and wine for off-premises consumption only.,failed,67,133,dry,dry,NA,NA,2011,Wood___Hawkins_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Kaufman,Rockwall,NA,Heath,NA,5/12/2012,legal sale of beer and wine for off-premises consumption only.,passed,961,538,dry,wet,NA,NA,2012,Kaufman_Rockwall__Heath_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Denton,NA,NA,Hebron,NA,11/2/2010,legal sale of all alcoholic beverages for off-premises consumption only.,passed,87,82,wet,wet,was “wet” for the sale of beer and wine,also “wet” for the sale of all alcoholic beverages for off-premises consumption,2011,Denton___Hebron_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Rusk,NA,NA,Henderson,NA,11/8/2011,legal sale of beer and wine for off-premises consumption only.,passed,1391,1153,dry,wet,NA,NA,2012,Rusk___Henderson_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Rusk,NA,NA,Henderson,NA,11/8/2011,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,1495,1042,dry,wet,NA,NA,2012,Rusk___Henderson_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Clay,NA,NA,Henrietta,NA,11/6/2012,"legal sale of all alcoholic beverages, including mixed beverages.",passed,760,211,dry,wet,NA,NA,2013,Clay___Henrietta_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Denton,NA,NA,Hickory Creek,NA,11/5/2013,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,186,50,dry,wet,NA,NA,2014,Denton___Hickory Creek_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Erath,Hamilton,NA,Hico,NA,5/14/2011,legal sale of all alcoholic beverages for off-premises consumption only.,passed,157,152,wet,wet,was “wet” in part (only in the Erath County portion) for the sale of beer and wine for off-premises consumption,“wet” throughout for the sale of all alcoholic beverages for off-premises consumption.,2011,Erath_Hamilton__Hico_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Erath,Hamilton,NA,Hico,NA,5/4/2019,"legal sale of all alcoholic beverages, including mixed beverages.",passed,117,59,wet,wet,all alcoholic beverages for off premises consumption only,all alcoholic beverage sales including mixed beverages.,2019,Erath_Hamilton__Hico_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Bowie,NA,NA,Hooks,NA,5/5/2018,legal sale of beer and wine for off-premises consumption only.,passed,188,55,dry,wet,NA,NA,2018,Bowie___Hooks_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Parker,NA,NA,Hudson Oaks,NA,5/10/2014,"legal sale of all alcoholic beverages, including mixed beverages.",passed,125,11,wet,wet,"mostly “wet” for the sale of all alcoholic beverages, including mixed beverages",“wet” throughout for such sales.,2014,Parker___Hudson Oaks_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Parker,NA,NA,Hudson Oaks,NA,5/12/2012,"legal sale of all alcoholic beverages, including mixed beverages.",passed,110,24,wet,wet,was “wet” in part for the sale of all alcoholic beverages for off-premises consumption and “wet” throughout for the sale of beer and wine for off premises consumption,"“wet” throughout for the sale of all alcoholic beverages, including mixed beverages.",2012,Parker___Hudson Oaks_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Cass,NA,NA,Hughes Springs,NA,5/6/2017,legal sale of beer and wine for off-premises consumption only.,passed,59,44,dry,wet,NA,NA,2017,Cass___Hughes Springs_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Dallas,NA,NA,Irving,NA,5/4/2019,legal sale of all alcoholic beverages for off-premises consumption only.,passed,3710,3588,wet,wet,“wet” only for the sale of beer and wine for off-premises consumption and for the sale of mixed beverages.,“wet” for the sale of all alcoholic beverages for off-premises consumption and for the sale of mixed beverages.,2019,Dallas___Irving_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Jack,NA,NA,Jacksboro,NA,11/8/2016,"legal sale of all alcoholic beverages, including mixed beverages.",passed,904,273,dry,wet,NA,NA,2017,Jack___Jacksboro_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Clay,NA,NA,Jolly,NA,11/7/2017,"legal sale of all alcoholic beverages, including mixed beverages.",passed,30,29,dry,wet,NA,NA,2018,Clay___Jolly_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Collin,Hunt,NA,Josephine,NA,5/11/2013,legal sale of beer and wine for off-premises consumption only.,passed,109,37,dry,wet,NA,NA,2013,Collin_Hunt__Josephine_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Johnson,NA,NA,Joshua,NA,11/8/2011,legal sale of wine on the premises of a holder of winery permit.,passed,285,91,dry,wet,NA,NA,2012,Johnson___Joshua_,legal sale of wine by a holder of a winery permit,0,1,0,0,0,0,1
Johnson,NA,NA,Joshua,NA,11/7/2011,legal sale of beer and wine for off-premises consumption only.,passed,279,97,dry,wet,NA,NA,2012,Johnson___Joshua_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Johnson,NA,NA,Joshua,NA,11/8/2011,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,283,93,dry,wet,NA,NA,2012,Johnson___Joshua_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Kaufman,NA,NA,Kaufman,NA,11/4/2014,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,357,168,wet,wet,“wet” for the sale of all alcoholic beverages for off-premises consumption before the November 4th elections but “dry” for the sale of mixed beverages.,“wet” throughout for the sale of alcoholic beverages for off-premises consumption and for the sale of mixed beverages in restaurants holding food and beverage certificates.,2015,Kaufman___Kaufman_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Kaufman,NA,NA,Kaufman,NA,11/4/2014,legal sale of all alcoholic beverages for off-premises consumption only.,passed,305,202,wet,wet,“wet in part” for the sale of all alcoholic beverages for off-premises consumption,“wet” throughout for such sales.,2015,Kaufman___Kaufman_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Johnson,NA,NA,Keene,NA,5/5/2018,legal sale of beer and wine for off-premises consumption only.,failed,194,516,dry,dry,NA,NA,2018,Johnson___Keene_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Tarrant,NA,NA,Keller,NA,11/5/2019,"legal sale of all alcoholic beverages, including mixed beverages.",passed,4798,2076,wet,wet,beer and wine for off-premises consumption,all alcoholic beverages including mixed beverages.,2020,Tarrant___Keller_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Lampasas,NA,NA,Kempner,NA,11/2/2010,legal sale of beer and wine.,passed,152,43,dry,wet,NA,NA,2011,Lampasas___Kempner_,legal sale of beer and wine,0,1,0,0,0,1,0
Tarrant,NA,NA,Kennedale,NA,11/2/2010,"legal sale of all alcoholic beverages, including mixed beverages.",passed,1009,488,dry,wet,NA,NA,2011,Tarrant___Kennedale_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Navarro,NA,NA,Kerens,NA,11/4/2014,"legal sale of all alcoholic beverages, including mixed beverages.",passed,168,113,dry,wet,NA,NA,2015,Navarro___Kerens_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Gregg,Rusk,NA,Kilgore,NA,5/10/2014,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,494,187,wet,wet,“wet” in part for the sale of all alcoholic beverages for off-premises consumption,remains “wet” in part for such sales but is now “wet” throughout for the sale of mixed beverages in restaurants holding food and beverage certificates.,2014,Gregg_Rusk__Kilgore_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Bell,NA,NA,Killeen,NA,11/2/2010,"legal sale of all alcoholic beverages, including mixed beverages.",passed,7021,3488,wet,wet,wet only for sales of beer and wine and for the sale of mixed beverages in restaurants with food and beverage certificates ,wet for the sale of all alcoholic beverages including mixed beverages.,2011,Bell___Killeen_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Jasper,NA,NA,Kirbyville,NA,11/6/2018,legal sale of beer and wine for off-premises consumption only.,passed,255,184,dry,wet,NA,NA,2019,Jasper___Kirbyville_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Knox,NA,NA,Knox City,NA,5/12/2012,legal sale of beer and wine for off-premises consumption only.,passed,92,62,dry,wet,NA,NA,2012,Knox___Knox City_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Knox,NA,NA,Knox City,NA,5/5/2018,legal sale of beer and wine for off-premises consumption only.,passed,25,13,wet,wet,“wet” for the sale of beer and wine for off-premises consumption for the most part,“wet” throughout for the sale of beer and wine for off-premises consumption.,2018,Knox___Knox City_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Hays,NA,NA,Kyle,NA,5/12/2012,"legal sale of all alcoholic beverages, including mixed beverages.",passed,496,93,wet,wet,was “wet” for the sale of all alcoholic beverages for off-premises consumption and for the sale of mixed beverages in restaurants by food and beverage certificate holders only.,"“wet” for the sale of all alcoholic beverages, including mixed beverages",2012,Hays___Kyle_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Gregg,NA,NA,Lakeport,NA,11/6/2012,legal sale of beer and wine for off-premises consumption only.,passed,224,129,dry,wet,NA,NA,2013,Gregg___Lakeport_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Gregg,NA,NA,Lakeport,NA,11/6/2012,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,249,115,dry,wet,NA,NA,2013,Gregg___Lakeport_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Archer,NA,NA,Lakeside,NA,11/6/2018,"legal sale of all alcoholic beverages, including mixed beverages.",passed,286,147,dry,wet,NA,NA,2019,Archer___Lakeside_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Archer,NA,NA,Lakeside,NA,11/6/2018,"legal sale of all alcoholic beverages, except mixed beverages.",passed,207,191,dry,wet,NA,NA,2019,Archer___Lakeside_,legal sale of all alcoholic beverages except mixed beverages,0,0,0,1,0,1,0
Archer,NA,NA,Lakeside,NA,11/6/2018,legal sale of all alcoholic beverages for off-premises consumption only.,passed,289,127,dry,wet,NA,NA,2019,Archer___Lakeside_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Dawson,NA,NA,Lamesa,NA,5/14/2011,legal sale of beer and wine for off-premises consumption only.,passed,1340,464,dry,wet,NA,NA,2011,Dawson___Lamesa_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Dawson,NA,NA,Lamesa,NA,5/14/2011,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,1324,479,dry,wet,NA,wet for the sale of mixed beverages in restaurants by food and beverage certificate holders.,2011,Dawson___Lamesa_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Lampasas,NA,NA,Lampasas,NA,5/4/2019,"legal sale of all alcoholic beverages, including mixed beverages.",passed,580,206,wet,wet,“wet” throughout for the sale of beer and wine for off-premises consumption and for the sale of mixed beverages in restaurants by holders of food and beverage certificates. The city was also “wet” in part for the sale of distilled spirits for off-premises consumption.,“wet” throughout for all alcoholic beverage sales including the sale of mixed beverages.,2019,Lampasas___Lampasas_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Dallas,NA,NA,Lancaster,NA,11/2/2010,legal sale of beer and wine for off-premises consumption only.,passed,4405,3717,wet,wet,was “wet” only for the sale of mixed beverages in restaurants with food and beverage certificates,wet both for sale of mixed beverages in restaurants with food and beverage certificates and for the sale of beer and wine for off-premises consumption,2011,Dallas___Lancaster_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Collin,NA,NA,Lavon,NA,11/2/2010,legal sale of beer and wine for off-premises consumption only.,passed,333,214,dry,wet,NA,NA,2011,Collin___Lavon_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Real,NA,NA,Leakey,NA,11/5/2013,legal sale of all alcoholic beverages for off-premises consumption only.,passed,34,27,wet,wet,“wet” for sales of beer and wine for off premises consumption before the election but not for the off-premises sales of alcoholic beverages with an alcohol content greater than 17% by volume.,“wet” for the sale of all alcoholic beverages for off-premises consumption.,2014,Real___Leakey_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Gray,NA,NA,Lefors,NA,5/9/2015,"legal sale of all alcoholic beverages, including mixed beverages.",passed,104,27,dry,wet,NA,NA,2015,Gray___Lefors_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Leon,NA,NA,Leona,NA,11/7/2017,legal sale of all alcoholic beverages for off-premises consumption only.,passed,35,22,dry,wet,NA,NA,2018,Leon___Leona_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Fannin,NA,NA,Leonard,NA,11/6/2018,legal sale of beer and wine for off-premises consumption only.,passed,264,227,dry,wet,NA,NA,2019,Fannin___Leonard_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Fannin,NA,NA,Leonard,NA,5/6/2017,legal sale of beer and wine for off-premises consumption only.,failed,145,223,dry,dry,NA,NA,2017,Fannin___Leonard_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Hamilton,NA,NA,Leroy,NA,11/8/2011,"legal sale of all alcoholic beverages, except mixed beverages.",passed,25,6,wet,wet,“wet” only for the sale of beer,wet for the sale of all alcoholic beverages except mixed beverages.,2012,Hamilton___Leroy_,legal sale of all alcoholic beverages except mixed beverages,0,0,0,1,0,1,0
Hockley,NA,NA,Levelland,NA,5/9/2015,legal sale of all alcoholic beverages for off-premises consumption only.,passed,1114,791,wet,wet,“wet” only for the sale of mixed beverages in restaurants with food and beverage certificates,remains “wet” for such sales and is now also “wet” for the sale of all alcoholic beverages for off-premises consumption.,2015,Hockley___Levelland_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Dallas,Denton,NA,Lewisville,NA,11/5/2013,legal sale of all alcoholic beverages for off-premises consumption only.,passed,1725,985,wet,wet,beer and wine,all categories of alcoholic beverages can be sold for off-premises consumption.,2014,Dallas_Denton__Lewisville_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Liberty,NA,NA,Liberty,NA,11/5/2013,"legal sale of all alcoholic beverages, including mixed beverages.",passed,381,203,wet,wet,beer and wine ,all alcoholic beverages including mixed beverages.,2014,Liberty___Liberty_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Cass,NA,NA,Linden,NA,5/11/2013,"legal sale of all alcoholic beverages, including mixed beverages.",passed,511,191,dry,wet,NA,NA,2013,Cass___Linden_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Lamb,NA,NA,Littlefield,NA,11/3/2015,"legal sale of all alcoholic beverages, including mixed beverages.",passed,203,141,wet,wet,“wet” for the sale of all alcoholic beverages for off-premises consumption only,"“wet” for the sale of all alcoholic beverages, including mixed beverages.",2016,Lamb___Littlefield_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Llano,NA,NA,Llano,NA,5/6/2017,"legal sale of all alcoholic beverages, including mixed beverages.",passed,288,141,wet,wet,all alcoholic beverage sales except mixed beverages,all alcoholic beverages including mixed beverages.,2017,Llano___Llano_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Hale,NA,NA,Lockney,NA,5/7/2016,legal sale of beer and wine for off-premises consumption only.,passed,221,157,dry,wet,NA,NA,2016,Hale___Lockney_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Hunt,NA,NA,Lone Oak,NA,5/6/2017,legal sale of beer and wine for off-premises consumption only.,passed,87,36,dry,wet,NA,NA,2017,Hunt___Lone Oak_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Morris,NA,NA,Lone Star,NA,11/2/2010,"legal sale of all alcoholic beverages, including mixed beverages.",passed,329,220,dry,wet,NA,NA,2011,Morris___Lone Star_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Gregg,Harrison,NA,Longview,NA,5/11/2013,legal sale of beer and wine for off-premises consumption only.,passed,2018,1180,wet,wet,“wet” for the sale of beer and wine for off-premises consumption,“wet” throughout for such sales,2013,Gregg_Harrison__Longview_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Collin,NA,NA,Lowry Crossing,NA,5/11/2013,"legal sale of all alcoholic beverages, including mixed beverages.",failed,108,168,wet,wet,“wet” for the sale of all alcoholic beverages for off-premises consumption only,remains mostly “wet” for the sale of all alcoholic beverages for off-premises consumption only.,2013,Collin___Lowry Crossing_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Collin,NA,NA,Lowry Crossing,NA,5/14/2011,legal sale of all alcoholic beverages for off-premises consumption only.,passed,216,129,dry,wet,NA,wet for the sale of all alcoholic beverages for off-premises consumption.,2011,Collin___Lowry Crossing_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Collin,NA,NA,Lucas,NA,11/5/2013,legal sale of beer and wine for off-premises consumption only.,passed,1018,435,dry,wet,NA,NA,2014,Collin___Lucas_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Jones,NA,NA,Lueders,NA,11/4/2014,"legal sale of all alcoholic beverages, including mixed beverages.",passed,37,24,dry,wet,NA,NA,2015,Jones___Lueders_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Hardin,NA,NA,Lumberton,NA,11/6/2012,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,3243,1641,wet,wet,“wet” only in part for the sale of mixed beverages in restaurants with food and beverage certificates,“wet” throughout for such sales,2013,Hardin___Lumberton_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Hardin,NA,NA,Lumberton,NA,11/6/2012,legal sale of beer and wine for off-premises consumption only.,passed,2967,1865,wet,wet,“wet” only in part for the sale of beer and wine for off-premises consumption,“wet” throughout for such sales,2013,Hardin___Lumberton_,legal sale of beer and wine for off-premises consumption only,0,1,0,0,1,0,0
Montgomery,NA,NA,Magnolia,NA,11/8/2011,"legal sale of all alcoholic beverages, including mixed beverages.",passed,96,59,wet,wet,beer and wine for off-premises consumption ,wet throughout for all alcoholic beverage sales including mixed beverages.,2012,Montgomery___Magnolia_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Henderson,NA,NA,Malakoff,NA,11/6/2012,legal sale of all alcoholic beverages for off-premises consumption only.,passed,285,263,wet,wet,“wet” only for the sale of beer and wine for off-premises consumption and for the sale of mixed beverages in restaurants holding a food and beverage certificate,remains “wet” for such sales but is now also “wet” for the sale of all alcoholic beverages for off-premises consumption,2013,Henderson___Malakoff_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Burnet,NA,NA,Marble Falls,NA,5/10/2014,"legal sale of all alcoholic beverages, including mixed beverages.",passed,364,127,wet,wet,"mostly “wet” for the sale of all alcoholic beverages, including mixed beverages.",“wet” throughout for such sales.,2014,Burnet___Marble Falls_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Falls,NA,NA,Marlin,NA,11/7/2017,"legal sale of all alcoholic beverages, including mixed beverages.",passed,123,29,wet,wet,beer and wine and for all alcoholic beverages for off-premises consumption ,all alcoholic beverages including mixed beverages.,2018,Falls___Marlin_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
Harrison,NA,NA,Marshall,NA,5/10/2014,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,2296,1078,wet,wet,“wet” in part for the sale of all alcoholic beverages for off-premises consumption,still “wet” in part for such sales and is “wet” throughout for the sale of mixed beverages in restaurants holding food and beverage certificates.,2014,Harrison___Marshall_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Harrison,NA,NA,Marshall,NA,5/7/2016,legal sale of all alcoholic beverages for off-premises consumption only.,passed,735,406,wet,wet,“wet” for the sale of mixed beverages in restaurants by food and beverage certificate holders but only “wet” in part for the sale of all alcoholic beverages for off-premises consumption.,remains “wet” for the sale of mixed beverages in restaurants by food and beverage certificate holders and is now “wet” throughout for the sale of all alcoholic beverages for off-premises consumption.,2016,Harrison___Marshall_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Caldwell,NA,NA,Martindale,NA,11/2/2010,legal sale of mixed beverages in restaurants by food and beverage certificate holders only.,passed,247,92,dry,wet,was “dry” for all alcohol sales,“wet” for the sale of mixed beverages in restaurants with food and beverage certificates.,2011,Caldwell___Martindale_,legal sale of mixed beverages in restaurants by food and beverage certificate holders only,0,0,1,0,0,0,1
Caldwell,NA,NA,Martindale,NA,11/2/2010,legal sale of all alcoholic beverages for off-premises consumption only.,passed,224,102,dry,wet,was “dry” for all alcohol sales,“wet” for the sale of all alcoholic beverages for off-premises consumption.,2011,Caldwell___Martindale_,legal sale of all alcoholic beverages for off-premises consumption only,0,0,1,1,1,0,0
Motley,NA,NA,Matador,NA,11/8/2011,"legal sale of all alcoholic beverages, including mixed beverages.",passed,150,64,dry,wet,NA,NA,2012,Motley___Matador_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
San Patricio,NA,NA,Mathis,NA,11/2/2010,legal sale of beer and wine.,passed,369,291,wet,wet,was “wet” only for the sale of beer and wine for off-premises consumption,“wet” for the sale of beer and wine for both on and off premises consumption,2011,San Patricio___Mathis_,legal sale of beer and wine,0,1,0,0,0,1,0
San Patricio,NA,NA,Mathis,NA,11/8/2016,"legal sale of all alcoholic beverages, including mixed beverages.",passed,757,356,wet,wet,beer and wine ,all alcohol beverages including mixed beverages,2017,San Patricio___Mathis_,legal sale of all alcoholic beverages including mixed beverages,0,0,1,1,0,1,0
